Name,SurName,Street,StreetNr,ZipCode,City,Legitimate,StartStreet,StartStreetNr,StartZipCode,StartCity,EndStreet,EndStreetNr,EndZipCode,EndCity,CorrectDelivery
Bianca,Velasques,Dagsberg,31,25124,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,Helsingborg,True
Cyndi,Mourer,Eriksberg,36,85175,Sundsvall,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,85222,Sundsvall,True
Caron,Neal,Odensbergsgatan,150,80178,Gavle,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Gavle,True
Chance,,Eriksberg,99,80175,Gavle,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Gavle,True
Sabrina,Mease,Pallasgatan,20,70137,Orebro,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,70222,Orebro,True
Caron,Neal,Mesta,154,39146,Kalmar,True,SortingStreet,1,11222,Stockholm,SortingStreet,100,39222,Kalmar,False
Alia,Criddle,Albrogatan,1,65123,Karlstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,65222,Karlstad,True
Victorina,Cataldo,Blomstigen,15,63134,Eskilstuna,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,63222,Eskilstuna,True
Bianca,Velasques,Ankargatan,135,97157,Lulea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,30222,Lulea,True
,Pascarelli,Mesta,165,25146,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,Helsingborg,True
Susannah,Lino,Mesta,73,60146,Norrkoping,True,SortingStreet,1,11222,Stockholm,Bohusgatan,1,60222,Norrkoping,False
Cleo,Kent,Betesbacken,168,65176,Karlstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,97222,Karlstad,True
Cornelia,Quiles,Pallasgatan,159,55137,Jonkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,55222,Jonkoping,True
Jeanmarie,Westover,Almstigen,87,97165,Lulea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,97222,Lulea,True
Nilsa,Teneyck,Floragatan,188,60146,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,60222,Norrkoping,True
Perry,Didonna,Hasselgatan,127,80113,Gavle,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Gavle,True
Tresa,Kestler,Mineralgatan,68,90157,Umea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,90222,Umea,True
Pierre,Coffield,Kaptensgatan,67,70168,Orebro,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,70222,Orebro,True
Heriberto,Mcguffie,Ankargatan,82,65157,Karlstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,65222,Karlstad,True
Shu,Tippie,Lotsgatan,41,11146,Stockholm,True,SortingStreet,1,11222,Stockholm,Lotsgatan,41,11146,Stockholm,True
Tresa,Kestler,Blomstigen,17,97134,Lulea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,97222,Lulea,True
Tiffaney,Irvine,Alegatan,68,41125,Goteborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,264,41222,Goteborg,False
Willis,Axford,Agnesgatan,189,55165,Jonkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,270,55222,Jonkoping,False
Anneliese,Laber,Kaptensgatan,63,70168,,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,70222,,True
Cornelia,Quiles,Adelgatan,137,21165,Malmo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,21222,Malmo,True
Laronda,Wenner,Lotsgatan,85,80146,Gavle,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Gavle,True
Carolin,Wiechmann,Blomstigen,63,63134,Eskilstuna,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,63222,Eskilstuna,True
Dann,Boulden,Krokiusgatan,143,65174,Karlstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,65222,Karlstad,True
Corrinne,Bucker,Ekorrstigen,88,72146,Vasteras,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,72222,Vasteras,True
Cyndi,Mourer,Aktergatan,196,25124,,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,,True
Marinda,Corliss,Harstigen,138,63114,Eskilstuna,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,63222,Eskilstuna,True
Gladis,,Bondegatan,166,80136,Gavle,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Gavle,True
Sabrina,Mease,Nyby,8,11187,Stockholm,True,SortingStreet,1,11222,Stockholm,Fotstigen,8,11187,Stockholm,False
Sally,Kraemer,Boberg,148,25135,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,56,25222,Helsingborg,False
Dann,Boulden,Nyby,77,50187,Boras,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,50222,Boras,True
Fatimah,Lonon,Eriksberg,173,39175,Kalmar,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,39222,Kalmar,True
Lieselotte,Halberg,Adlerberthsgatan,0,63123,Eskilstuna,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,63222,Eskilstuna,True
Eduardo,Venters,Agnesgatan,174,90165,Umea,True,SortingStreet,1,11222,Stockholm,Berget,1,90222,Umea,False
Flora,Yearsley,Boberg,53,39135,Kalmar,True,SortingStreet,1,11222,Stockholm,Bergsbogatan,1,39222,Kalmar,False
Chance,Breeze,Parkgatan,69,60136,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,60222,Norrkoping,True
Gladis,Dunlap,Dagsberg,99,85124,Sundsvall,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,85222,Sundsvall,True
Andra,Herbert,Parkgatan,145,85136,Sundsvall,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,85222,Sundsvall,True
Perry,Didonna,Amiralsgatan,190,25156,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,Helsingborg,True
Gladis,Dunlap,Bergsbogatan,44,35136,Vaxjo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,35222,Vaxjo,True
Yael,Ribera,Dagsberg,113,39124,Kalmar,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,39222,Kalmar,True
Sari,,Albogatan,17,97174,Lulea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,97222,Lulea,True
Val,Borge,Fotstigen,174,55168,Jonkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,55222,Jonkoping,True
Fatimah,Lonon,Kaptensgatan,68,21168,Malmo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,21222,Malmo,True
Joleen,Bright,Adjunktsgatan,189,85164,Sundsvall,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,85222,Sundsvall,True
Velva,Tarbox,Allhelgonagatan,147,63125,Eskilstuna,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,63222,Eskilstuna,True
Yael,Ribera,Adlerberthsgatan,156,75123,,True,SortingStreet,1,11222,Stockholm,Eriksberg,1,75222,,False
Alia,Criddle,Betesbacken,103,97176,Lulea,True,SortingStreet,1,11222,Stockholm,SortingStreet,170,97222,Lulea,False
Lieselotte,Halberg,Eriksberg,145,21175,Malmo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,21222,Malmo,True
Errol,Kingston,Dagsberg,11,35124,,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,35222,,True
Cordia,Bunge,Hasselgatan,173,65113,Karlstad,True,SortingStreet,1,11222,Stockholm,Blomstigen,1,65222,Karlstad,False
Maryland,Kraushaar,Abborregatan,152,39147,Kalmar,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,39222,Kalmar,True
Fatimah,Lonon,Nyby,23,90187,Umea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,90222,Umea,True
Pearlene,Robison,Allhelgonagatan,8,39125,Kalmar,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,39222,Kalmar,True
Yael,,Akutgatan,64,58175,Linkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,33,58222,Linkoping,False
Bernetta,Rountree,Boberg,86,30135,,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,30222,,True
Anneliese,Laber,Ankargatan,101,90157,Umea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,90222,Umea,True
Susannah,Lino,Almstigen,94,90165,Umea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,90222,Umea,True
Carolin,Wiechmann,Alsta,14,25167,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,Helsingborg,True
Cornelia,Quiles,Boberg,86,97135,Lulea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,97222,Lulea,True
Cristi,Stanger,Allhelgonagatan,182,22125,Lund,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,22222,Lund,True
Bruce,Odell,Adjunktsgatan,5,72164,Vasteras,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,72222,Vasteras,True
Sally,Kraemer,Floragatan,177,39146,Kalmar,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,39222,Kalmar,True
Simona,Sherron,Blomstigen,18,22134,Lund,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,22222,Lund,True
Shayna,Lyttle,Mesta,57,58146,Linkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,58222,Linkoping,True
Lula,Groom,Betesbacken,133,90176,Umea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,90222,Umea,True
Flora,Yearsley,Ankargatan,78,41157,Goteborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,41222,Goteborg,True
Laronda,,Bergsbogatan,13,70136,Orebro,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Orebro,True
Taneka,Streetman,Adjunktsgatan,83,70164,Orebro,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,70222,Orebro,True
Jefferson,Blakeslee,Adjunktsgatan,190,65164,Karlstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,65222,Karlstad,True
Dann,Boulden,Agnesgatan,51,97165,Lulea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,97222,Lulea,True
Ross,Bell,Pilgatan,12,25133,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,Helsingborg,True
Cristopher,Bakken,Lotsgatan,6,30146,Halmstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,30222,Halmstad,True
Corrinne,Bucker,Adelgatan,109,55165,,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,55222,,True
Lauralee,Selle,Allhelgonagatan,123,50125,Boras,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,75222,Boras,True
Wynona,Hoefle,Bohusgatan,65,80147,Gavle,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Gavle,True
Alia,Criddle,Ekorrstigen,128,63146,Eskilstuna,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,63222,Eskilstuna,True
Cristi,Stanger,Blomstigen,9,55134,Jonkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,65222,Jonkoping,True
Shayna,Lyttle,Adelgatan,34,11165,Stockholm,True,SortingStreet,1,11222,Stockholm,Adelgatan,34,11165,Stockholm,True
Chance,Breeze,Berget,189,72126,Vasteras,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,72222,Vasteras,True
Shayna,Lyttle,Mesta,25,85146,Sundsvall,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,85222,Sundsvall,True
Pierre,Coffield,Hasselgatan,112,22113,Lund,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,22222,Lund,True
Susannah,Lino,Mineralgatan,5,97157,Lulea,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,97222,Lulea,True
Zelma,Crandell,Nyby,109,25187,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,Helsingborg,True
Maryann,Marrone,Mineralgatan,32,30157,Halmstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,30222,Halmstad,True
Shu,Tippie,Berg,190,60177,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,60222,Norrkoping,True
Jeanmarie,Westover,Mineralgatan,180,35157,Vaxjo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,35222,Vaxjo,True
Caron,Neal,Aberga,139,55148,Jonkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,220,55222,Jonkoping,False
Zelma,Crandell,Eriksberg,36,22175,Lund,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,22222,Lund,True
Velva,,Aberga,156,60148,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,60222,Norrkoping,True
Brigid,Macleod,Ankargatan,196,75157,Uppsala,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,75222,Uppsala,True
,Wigington,Ekorrstigen,21,50146,Boras,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,50222,Boras,True
Alia,,Nyhem,137,60198,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,60222,Norrkoping,True
Flora,Yearsley,Parkgatan,44,65136,Karlstad,True,SortingStreet,1,11222,Stockholm,Odlarstigen,1,65222,Karlstad,False
Marguerita,Tilley,Bergsbogatan,82,60136,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,60222,Norrkoping,True
Willis,Axford,Agnesgatan,189,55165,Jonkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,55222,Jonkoping,True
Cristopher,Bakken,Adjunktsgatan,178,21164,Malmo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,21222,Malmo,True
Myong,Lofthouse,Boberg,120,58135,Linkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,58222,Linkoping,True
Marguerita,Tilley,Nyby,183,55187,Jonkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,55222,Jonkoping,True
Jerica,Granillo,Albrogatan,54,30123,Halmstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,30222,Halmstad,True
Sandie,Freese,Fotstigen,42,22168,Lund,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,22222,Lund,True
Cristi,Stanger,Fotstigen,20,85168,Sundsvall,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,85222,Sundsvall,True
,Irvine,Allhelgonagatan,169,25125,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,35222,Helsingborg,True
Wilbert,Chavous,Fotstigen,5,60168,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,60222,Norrkoping,True
Detra,Trainer,Bondegatan,196,41136,,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,41222,,True
Jeanie,Lansford,Allhelgonagatan,51,65125,Karlstad,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,65222,Karlstad,True
Shu,Tippie,Alegatan,62,85125,Sundsvall,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,85222,Sundsvall,True
Roderick,Gover,Ankargatan,107,72157,,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,72222,,True
Jefferson,Blakeslee,Alsta,138,35167,Vaxjo,True,SortingStreet,1,11222,Stockholm,SortingStreet,220,35222,Vaxjo,False
Ardelle,Geisler,Bohusgatan,126,41147,Goteborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,41222,Goteborg,True
Kyoko,Jarboe,Fotstigen,134,39168,Kalmar,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,39222,Kalmar,True
Susannah,Lino,Nyby,140,70187,Orebro,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,70222,Orebro,True
Juliette,Favors,Allhelgonagatan,6,63125,Eskilstuna,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,63222,Eskilstuna,True
Tiffaney,Irvine,Adlerberthsgatan,57,11123,Stockholm,True,SortingStreet,1,11222,Stockholm,Adlerberthsgatan,57,11123,Stockholm,True
Wynona,Hoefle,Betesbacken,117,21176,Malmo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,21222,Malmo,True
,Maltos,Parkgatan,65,72136,Vasteras,True,SortingStreet,1,11222,Stockholm,SortingStreet,162,72222,Vasteras,False
Cleo,Kent,Agnesgatan,81,41165,Goteborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,120,41222,Goteborg,False
Rosalba,Hassett,Ankargatan,5,75157,Uppsala,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,75222,Uppsala,True
Florentina,Brassard,Boberg,153,55135,Jonkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,55222,Jonkoping,True
Slyvia,Lashley,Bohusgatan,119,80147,Gavle,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Gavle,True
Klara,Collett,Almstigen,168,35165,Vaxjo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,35222,Vaxjo,True
Clayton,,Nyby,111,70187,Orebro,True,SortingStreet,1,11222,Stockholm,Dagsberg,1,70222,Orebro,False
Rosalba,Hassett,Parkgatan,146,11136,Stockholm,True,SortingStreet,1,11222,Stockholm,Parkgatan,146,11136,Stockholm,True
Roderick,Gover,Krokiusgatan,76,80174,Gavle,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,80222,Gavle,True
Zelma,Crandell,Betesbacken,30,21176,Malmo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,21222,Malmo,True
Marinda,,Adelgatan,170,35165,Vaxjo,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,35222,Vaxjo,True
Laronda,Wenner,Odlarstigen,13,25178,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,Helsingborg,True
,Jacoby,Akutgatan,23,25175,Helsingborg,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,25222,Helsingborg,True
Elza,Prophet,Berget,186,85126,Sundsvall,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,85222,Sundsvall,True
Flora,Yearsley,Bohusgatan,8,70147,Orebro,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,70222,Orebro,True
Delbert,Havard,Harstigen,11,70114,,True,SortingStreet,1,11222,Stockholm,SortingStreet,186,70222,,False
Juliette,Favors,Aktergatan,69,60124,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,60222,Norrkoping,True
Chance,Breeze,Kaptensgatan,31,21168,,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,21222,,True
Roderick,Gover,Bergsbogatan,119,75136,Uppsala,True,SortingStreet,1,11222,Stockholm,SortingStreet,1,75222,Uppsala,True
Ellie,,Krokiusgatan,185,70174,Orebro,True,SortingStreet,1,11222,Stockholm,Agnesgatan,1,70222,Orebro,False
Lettie,Warford,Pallasgatan,118,60137,Norrkoping,True,SortingStreet,1,11222,Stockholm,SortingStreet,207,60222,Norrkoping,False
