Name,SurName,Street,StreetNr,ZipCode,City,Legitimate,StartStreet,StartStreetNr,StartZipCode,StartCity,EndStreet,EndStreetNr,EndZipCode,EndCity,CorrectDelivery
37.0,37.0,33,116,55146,16.0,1,24,1,11222,7,24,1,55222,16.0,1
19.0,19.0,18,188,80136,10.0,1,24,1,11222,7,24,1,80222,10.0,1
11.0,12.0,2,48,11157,7.0,1,24,1,11222,7,29,48,11157,7.0,0
49.0,56.0,4,163,41133,13.0,1,24,1,11222,7,24,1,41222,13.0,1
82.0,73.0,1,191,50146,14.0,1,24,1,11222,7,24,1,50222,14.0,1
14.0,14.0,34,129,50164,14.0,1,24,1,11222,7,24,1,50222,14.0,1
27.0,27.0,29,194,50165,14.0,1,24,1,11222,7,24,214,50222,14.0,0
70.0,69.0,6,31,25124,17.0,1,24,1,11222,7,24,1,25222,17.0,1
81.0,84.0,17,36,85175,2.0,1,24,1,11222,7,24,1,85222,2.0,1
68.0,67.0,28,150,80178,10.0,1,24,1,11222,7,24,1,80222,10.0,1
52.0,-1.0,17,99,80175,10.0,1,24,1,11222,7,24,1,80222,10.0,1
41.0,41.0,40,20,70137,4.0,1,24,1,11222,7,24,1,70222,4.0,1
68.0,67.0,11,154,39146,8.0,1,24,1,11222,7,24,100,39222,8.0,0
29.0,29.0,21,1,65123,11.0,1,24,1,11222,7,24,1,65222,11.0,1
85.0,88.0,36,15,63134,6.0,1,24,1,11222,7,24,1,63222,6.0,1
70.0,69.0,2,135,97157,19.0,1,24,1,11222,7,24,1,30222,19.0,1
-1.0,54.0,11,165,25146,17.0,1,24,1,11222,7,24,1,25222,17.0,1
79.0,81.0,11,73,60146,20.0,1,24,1,11222,7,0,1,60222,20.0,0
87.0,90.0,20,168,65176,11.0,1,24,1,11222,7,24,1,97222,11.0,1
69.0,68.0,40,159,55137,16.0,1,24,1,11222,7,24,1,55222,16.0,1
4.0,4.0,29,87,97165,19.0,1,24,1,11222,7,24,1,97222,19.0,1
56.0,55.0,43,188,60146,20.0,1,24,1,11222,7,24,1,60222,20.0,1
28.0,28.0,38,127,80113,10.0,1,24,1,11222,7,24,1,80222,10.0,1
53.0,51.0,8,68,90157,15.0,1,24,1,11222,7,24,1,90222,15.0,1
71.0,70.0,10,67,70168,4.0,1,24,1,11222,7,24,1,70222,4.0,1
78.0,80.0,2,82,65157,11.0,1,24,1,11222,7,24,1,65222,11.0,1
84.0,86.0,33,41,11146,7.0,1,24,1,11222,7,33,41,11146,7.0,1
53.0,51.0,36,17,97134,19.0,1,24,1,11222,7,24,1,97222,19.0,1
90.0,91.0,39,68,41125,13.0,1,24,1,11222,7,24,264,41222,13.0,0
92.0,93.0,37,189,55165,16.0,1,24,1,11222,7,24,270,55222,16.0,0
31.0,31.0,10,63,70168,-1.0,1,24,1,11222,7,24,1,70222,-1.0,1
69.0,68.0,3,137,21165,9.0,1,24,1,11222,7,24,1,21222,9.0,1
82.0,73.0,33,85,80146,10.0,1,24,1,11222,7,24,1,80222,10.0,1
26.0,26.0,36,63,63134,6.0,1,24,1,11222,7,24,1,63222,6.0,1
94.0,72.0,23,143,65174,11.0,1,24,1,11222,7,24,1,65222,11.0,1
14.0,14.0,19,88,72146,12.0,1,24,1,11222,7,24,1,72222,12.0,1
81.0,84.0,42,196,25124,-1.0,1,24,1,11222,7,24,1,25222,-1.0,1
91.0,92.0,16,138,63114,6.0,1,24,1,11222,7,24,1,63222,6.0,1
80.0,-1.0,18,166,80136,10.0,1,24,1,11222,7,24,1,80222,10.0,1
41.0,41.0,35,8,11187,7.0,1,24,1,11222,7,7,8,11187,7.0,0
10.0,11.0,31,148,25135,17.0,1,24,1,11222,7,24,56,25222,17.0,0
94.0,72.0,35,77,50187,14.0,1,24,1,11222,7,24,1,50222,14.0,1
60.0,60.0,17,173,39175,8.0,1,24,1,11222,7,24,1,39222,8.0,1
22.0,22.0,25,0,63123,6.0,1,24,1,11222,7,24,1,63222,6.0,1
16.0,16.0,37,174,90165,15.0,1,24,1,11222,7,14,1,90222,15.0,0
99.0,94.0,31,53,39135,8.0,1,24,1,11222,7,30,1,39222,8.0,0
52.0,50.0,41,69,60136,20.0,1,24,1,11222,7,24,1,60222,20.0,1
80.0,82.0,6,99,85124,2.0,1,24,1,11222,7,24,1,85222,2.0,1
76.0,78.0,41,145,85136,2.0,1,24,1,11222,7,24,1,85222,2.0,1
28.0,28.0,12,190,25156,17.0,1,24,1,11222,7,24,1,25222,17.0,1
80.0,82.0,30,44,35136,18.0,1,24,1,11222,7,24,1,35222,18.0,1
2.0,2.0,6,113,39124,8.0,1,24,1,11222,7,24,1,39222,8.0,1
54.0,-1.0,26,17,97174,19.0,1,24,1,11222,7,24,1,97222,19.0,1
23.0,23.0,7,174,55168,16.0,1,24,1,11222,7,24,1,55222,16.0,1
60.0,60.0,10,68,21168,9.0,1,24,1,11222,7,24,1,21222,9.0,1
3.0,3.0,34,189,85164,2.0,1,24,1,11222,7,24,1,85222,2.0,1
36.0,36.0,22,147,63125,6.0,1,24,1,11222,7,24,1,63222,6.0,1
2.0,2.0,25,156,75123,-1.0,1,24,1,11222,7,17,1,75222,-1.0,0
29.0,29.0,20,103,97176,19.0,1,24,1,11222,7,24,170,97222,19.0,0
22.0,22.0,17,145,21175,9.0,1,24,1,11222,7,24,1,21222,9.0,1
33.0,33.0,6,11,35124,-1.0,1,24,1,11222,7,24,1,35222,-1.0,1
27.0,27.0,38,173,65113,11.0,1,24,1,11222,7,36,1,65222,11.0,0
65.0,64.0,9,152,39147,8.0,1,24,1,11222,7,24,1,39222,8.0,1
60.0,60.0,35,23,90187,15.0,1,24,1,11222,7,24,1,90222,15.0,1
7.0,7.0,22,8,39125,8.0,1,24,1,11222,7,24,1,39222,8.0,1
2.0,-1.0,32,64,58175,3.0,1,24,1,11222,7,24,33,58222,3.0,0
64.0,53.0,31,86,30135,-1.0,1,24,1,11222,7,24,1,30222,-1.0,1
31.0,31.0,2,101,90157,15.0,1,24,1,11222,7,24,1,90222,15.0,1
79.0,81.0,29,94,90165,15.0,1,24,1,11222,7,24,1,90222,15.0,1
26.0,26.0,27,14,25167,17.0,1,24,1,11222,7,24,1,25222,17.0,1
69.0,68.0,31,86,97135,19.0,1,24,1,11222,7,24,1,97222,19.0,1
67.0,66.0,22,182,22125,1.0,1,24,1,11222,7,24,1,22222,1.0,1
40.0,43.0,34,5,72164,12.0,1,24,1,11222,7,24,1,72222,12.0,1
10.0,11.0,43,177,39146,8.0,1,24,1,11222,7,24,1,39222,8.0,1
5.0,5.0,36,18,22134,1.0,1,24,1,11222,7,24,1,22222,1.0,1
17.0,17.0,11,57,58146,3.0,1,24,1,11222,7,24,1,58222,3.0,1
73.0,75.0,20,133,90176,15.0,1,24,1,11222,7,24,1,90222,15.0,1
99.0,94.0,2,78,41157,13.0,1,24,1,11222,7,24,1,41222,13.0,1
82.0,-1.0,30,13,70136,4.0,1,24,1,11222,7,24,1,80222,4.0,1
93.0,8.0,34,83,70164,4.0,1,24,1,11222,7,24,1,70222,4.0,1
75.0,77.0,34,190,65164,11.0,1,24,1,11222,7,24,1,65222,11.0,1
94.0,72.0,37,51,97165,19.0,1,24,1,11222,7,24,1,97222,19.0,1
9.0,10.0,4,12,25133,17.0,1,24,1,11222,7,24,1,25222,17.0,1
8.0,9.0,33,6,30146,5.0,1,24,1,11222,7,24,1,30222,5.0,1
14.0,14.0,3,109,55165,-1.0,1,24,1,11222,7,24,1,55222,-1.0,1
83.0,85.0,22,123,50125,14.0,1,24,1,11222,7,24,1,75222,14.0,1
44.0,38.0,0,65,80147,10.0,1,24,1,11222,7,24,1,80222,10.0,1
29.0,29.0,19,128,63146,6.0,1,24,1,11222,7,24,1,63222,6.0,1
67.0,66.0,36,9,55134,16.0,1,24,1,11222,7,24,1,65222,16.0,1
17.0,17.0,3,34,11165,7.0,1,24,1,11222,7,3,34,11165,7.0,1
52.0,50.0,14,189,72126,12.0,1,24,1,11222,7,24,1,72222,12.0,1
17.0,17.0,11,25,85146,2.0,1,24,1,11222,7,24,1,85222,2.0,1
71.0,70.0,38,112,22113,1.0,1,24,1,11222,7,24,1,22222,1.0,1
79.0,81.0,8,5,97157,19.0,1,24,1,11222,7,24,1,97222,19.0,1
57.0,57.0,35,109,25187,17.0,1,24,1,11222,7,24,1,25222,17.0,1
50.0,49.0,8,32,30157,5.0,1,24,1,11222,7,24,1,30222,5.0,1
84.0,86.0,45,190,60177,20.0,1,24,1,11222,7,24,1,60222,20.0,1
4.0,4.0,8,180,35157,18.0,1,24,1,11222,7,24,1,35222,18.0,1
68.0,67.0,13,139,55148,16.0,1,24,1,11222,7,24,220,55222,16.0,0
57.0,57.0,17,36,22175,1.0,1,24,1,11222,7,24,1,22222,1.0,1
36.0,-1.0,13,156,60148,20.0,1,24,1,11222,7,24,1,60222,20.0,1
47.0,83.0,2,196,75157,0.0,1,24,1,11222,7,24,1,75222,0.0,1
-1.0,20.0,19,21,50146,14.0,1,24,1,11222,7,24,1,50222,14.0,1
29.0,-1.0,15,137,60198,20.0,1,24,1,11222,7,24,1,60222,20.0,1
99.0,94.0,41,44,65136,11.0,1,24,1,11222,7,44,1,65222,11.0,0
43.0,45.0,30,82,60136,20.0,1,24,1,11222,7,24,1,60222,20.0,1
92.0,93.0,37,189,55165,16.0,1,24,1,11222,7,24,1,55222,16.0,1
8.0,9.0,34,178,21164,9.0,1,24,1,11222,7,24,1,21222,9.0,1
19.0,19.0,31,120,58135,3.0,1,24,1,11222,7,24,1,58222,3.0,1
43.0,45.0,35,183,55187,16.0,1,24,1,11222,7,24,1,55222,16.0,1
89.0,76.0,21,54,30123,5.0,1,24,1,11222,7,24,1,30222,5.0,1
86.0,89.0,7,42,22168,1.0,1,24,1,11222,7,24,1,22222,1.0,1
67.0,66.0,7,20,85168,2.0,1,24,1,11222,7,24,1,85222,2.0,1
-1.0,91.0,22,169,25125,17.0,1,24,1,11222,7,24,1,35222,17.0,1
59.0,59.0,7,5,60168,20.0,1,24,1,11222,7,24,1,60222,20.0,1
77.0,79.0,18,196,41136,-1.0,1,24,1,11222,7,24,1,41222,-1.0,1
61.0,61.0,22,51,65125,11.0,1,24,1,11222,7,24,1,65222,11.0,1
84.0,86.0,39,62,85125,2.0,1,24,1,11222,7,24,1,85222,2.0,1
42.0,44.0,2,107,72157,-1.0,1,24,1,11222,7,24,1,72222,-1.0,1
75.0,77.0,27,138,35167,18.0,1,24,1,11222,7,24,220,35222,18.0,0
15.0,15.0,0,126,41147,13.0,1,24,1,11222,7,24,1,41222,13.0,1
51.0,99.0,7,134,39168,8.0,1,24,1,11222,7,24,1,39222,8.0,1
79.0,81.0,35,140,70187,4.0,1,24,1,11222,7,24,1,70222,4.0,1
32.0,32.0,22,6,63125,6.0,1,24,1,11222,7,24,1,63222,6.0,1
90.0,91.0,25,57,11123,7.0,1,24,1,11222,7,25,57,11123,7.0,1
44.0,38.0,20,117,21176,9.0,1,24,1,11222,7,24,1,21222,9.0,1
-1.0,48.0,41,65,72136,12.0,1,24,1,11222,7,24,162,72222,12.0,0
87.0,90.0,37,81,41165,13.0,1,24,1,11222,7,24,120,41222,13.0,0
72.0,74.0,2,5,75157,0.0,1,24,1,11222,7,24,1,75222,0.0,1
62.0,62.0,31,153,55135,16.0,1,24,1,11222,7,24,1,55222,16.0,1
11.0,12.0,0,119,80147,10.0,1,24,1,11222,7,24,1,80222,10.0,1
98.0,98.0,29,168,35165,18.0,1,24,1,11222,7,24,1,35222,18.0,1
39.0,-1.0,35,111,70187,4.0,1,24,1,11222,7,6,1,70222,4.0,0
72.0,74.0,41,146,11136,7.0,1,24,1,11222,7,41,146,11136,7.0,1
42.0,44.0,23,76,80174,10.0,1,24,1,11222,7,24,1,80222,10.0,1
57.0,57.0,20,30,21176,9.0,1,24,1,11222,7,24,1,21222,9.0,1
91.0,-1.0,3,170,35165,18.0,1,24,1,11222,7,24,1,35222,18.0,1
82.0,73.0,44,13,25178,17.0,1,24,1,11222,7,24,1,25222,17.0,1
-1.0,56.0,32,23,25175,17.0,1,24,1,11222,7,24,1,25222,17.0,1
37.0,37.0,14,186,85126,2.0,1,24,1,11222,7,24,1,85222,2.0,1
99.0,94.0,0,8,70147,4.0,1,24,1,11222,7,24,1,70222,4.0,1
38.0,39.0,16,11,70114,-1.0,1,24,1,11222,7,24,186,70222,-1.0,0
32.0,32.0,42,69,60124,20.0,1,24,1,11222,7,24,1,60222,20.0,1
52.0,50.0,10,31,21168,-1.0,1,24,1,11222,7,24,1,21222,-1.0,1
42.0,44.0,30,119,75136,0.0,1,24,1,11222,7,24,1,75222,0.0,1
1.0,-1.0,23,185,70174,4.0,1,24,1,11222,7,37,1,70222,4.0,0
21.0,21.0,40,118,60137,20.0,1,24,1,11222,7,24,207,60222,20.0,0
12.0,13.0,40,154,58137,3.0,1,24,1,11222,7,24,1,58222,3.0,1
62.0,62.0,22,43,25125,17.0,1,24,1,11222,7,24,157,25222,17.0,0
55.0,54.0,45,104,39177,8.0,1,24,1,11222,7,24,1,30222,8.0,1
56.0,-1.0,2,67,72157,12.0,1,24,1,11222,7,24,1,72222,12.0,1
26.0,26.0,25,79,35123,18.0,1,24,1,11222,7,24,1,35222,18.0,1
26.0,26.0,16,128,25114,17.0,1,24,1,11222,7,24,1,90222,17.0,1
38.0,39.0,4,3,25133,17.0,1,24,1,11222,7,24,1,25222,17.0,1
66.0,65.0,9,119,75147,0.0,1,24,1,11222,7,24,1,75222,0.0,1
72.0,74.0,20,84,30176,5.0,1,24,1,11222,7,24,1,30222,5.0,1
60.0,60.0,22,159,97125,19.0,1,24,1,11222,7,24,1,97222,19.0,1
13.0,42.0,0,180,65147,11.0,1,24,1,11222,7,24,1,65222,11.0,1
4.0,4.0,36,84,72134,12.0,1,24,1,11222,7,24,1,72222,12.0,1
52.0,50.0,25,47,70123,4.0,1,24,1,11222,7,24,1,80222,4.0,1
26.0,-1.0,22,20,22125,1.0,1,24,1,11222,7,24,1,22222,1.0,1
41.0,-1.0,31,87,25135,17.0,1,24,1,11222,7,24,1,25222,17.0,1
67.0,66.0,14,78,22126,1.0,1,24,1,11222,7,24,1,22222,1.0,1
18.0,18.0,39,117,30125,5.0,1,24,1,11222,7,24,1,30222,5.0,1
61.0,61.0,21,64,72123,12.0,1,24,1,11222,7,24,1,60222,12.0,1
25.0,25.0,10,111,70168,4.0,1,24,1,11222,7,24,1,70222,4.0,1
76.0,78.0,44,187,41178,13.0,1,24,1,11222,7,24,1,41222,13.0,1
40.0,-1.0,34,58,25164,17.0,1,24,1,11222,7,24,24,25222,17.0,0
17.0,17.0,30,44,50136,14.0,1,24,1,11222,7,24,1,50222,14.0,1
5.0,-1.0,28,112,22178,1.0,1,24,1,11222,7,24,1,22222,1.0,1
25.0,25.0,43,143,75146,0.0,1,24,1,11222,7,24,1,75222,0.0,1
58.0,58.0,25,147,70123,4.0,1,24,1,11222,7,24,1,70222,4.0,1
-1.0,44.0,35,46,39187,8.0,1,24,1,11222,7,24,1,80222,8.0,1
1.0,1.0,4,142,80133,10.0,1,24,1,11222,7,24,1,80222,10.0,1
17.0,17.0,7,131,39168,8.0,1,24,1,11222,7,24,1,39222,8.0,1
10.0,11.0,6,196,21124,9.0,1,24,1,11222,7,24,1,21222,9.0,1
59.0,59.0,9,83,30147,5.0,1,24,1,11222,7,24,1,30222,5.0,1
24.0,24.0,29,145,35165,18.0,1,24,1,11222,7,24,1,35222,18.0,1
31.0,31.0,8,128,80157,10.0,1,24,1,11222,7,24,1,80222,10.0,1
85.0,88.0,28,115,80178,10.0,1,24,1,11222,7,24,1,80222,10.0,1
97.0,97.0,43,70,11146,7.0,1,24,1,11222,7,43,70,11146,7.0,1
54.0,52.0,21,62,22123,1.0,1,24,1,11222,7,24,1,22222,1.0,1
10.0,11.0,12,4,25156,17.0,1,24,1,11222,7,24,1,25222,17.0,1
44.0,38.0,13,76,75148,0.0,1,24,1,11222,7,24,1,75222,0.0,1
81.0,84.0,28,61,35178,18.0,1,24,1,11222,7,24,1,35222,18.0,1
48.0,48.0,12,96,60156,20.0,1,24,1,11222,7,24,1,60222,20.0,1
94.0,72.0,39,70,22125,1.0,1,24,1,11222,7,24,1,22222,1.0,1
7.0,7.0,36,171,97134,19.0,1,24,1,11222,7,24,1,97222,19.0,1
26.0,26.0,43,79,63146,6.0,1,24,1,11222,7,24,1,63222,6.0,1
12.0,13.0,41,82,25136,17.0,1,24,1,11222,7,24,1,25222,17.0,1
2.0,2.0,29,66,63165,6.0,1,24,1,11222,7,24,197,63222,6.0,0
44.0,38.0,13,142,39148,8.0,1,24,1,11222,7,24,1,39222,8.0,1
55.0,54.0,41,185,80136,10.0,1,24,1,11222,7,24,1,75222,10.0,1
88.0,-1.0,0,78,80147,10.0,1,24,1,11222,7,24,1,80222,10.0,1
-1.0,77.0,37,18,72165,12.0,1,24,1,11222,7,24,1,72222,12.0,1
-1.0,26.0,32,76,90175,15.0,1,24,1,11222,7,30,1,90222,15.0,0
86.0,89.0,25,98,70123,4.0,1,24,1,11222,7,24,1,70222,4.0,1
52.0,50.0,9,38,41147,13.0,1,24,1,11222,7,24,1,41222,13.0,1
80.0,82.0,41,174,50136,14.0,1,24,1,11222,7,24,1,50222,14.0,1
52.0,50.0,25,146,41123,13.0,1,24,1,11222,7,24,99,41222,13.0,0
13.0,42.0,1,47,72146,12.0,1,24,1,11222,7,24,3,72222,12.0,0
13.0,42.0,33,15,85146,2.0,1,24,1,11222,7,24,1,85222,2.0,1
19.0,19.0,27,84,80167,10.0,1,24,1,11222,7,24,51,80222,10.0,0
72.0,74.0,3,131,11165,-1.0,1,24,1,11222,7,3,290,11165,-1.0,0
30.0,30.0,19,147,11146,7.0,1,24,1,11222,7,19,147,11146,7.0,1
89.0,76.0,42,114,60124,20.0,1,24,1,11222,7,24,1,60222,20.0,1
44.0,38.0,41,198,85136,-1.0,1,24,1,11222,7,24,1,65222,-1.0,1
59.0,59.0,33,199,25146,17.0,1,24,1,11222,7,12,1,25222,17.0,0
70.0,69.0,14,168,70126,4.0,1,24,1,11222,7,24,1,70222,4.0,1
-1.0,16.0,38,175,30113,5.0,1,24,1,11222,7,24,1,30222,5.0,1
21.0,21.0,13,93,11148,7.0,1,24,1,11222,7,13,93,11148,7.0,1
12.0,-1.0,45,15,21177,9.0,1,24,1,11222,7,24,1,21222,9.0,1
76.0,78.0,39,118,80125,10.0,1,24,1,11222,7,24,1,80222,10.0,1
42.0,44.0,37,184,21165,9.0,1,24,1,11222,7,24,1,21222,9.0,1
77.0,79.0,2,37,50157,14.0,1,24,1,11222,7,24,1,50222,14.0,1
28.0,28.0,39,17,21125,9.0,1,24,1,11222,7,24,1,21222,9.0,1
53.0,51.0,21,135,80123,10.0,1,24,1,11222,7,24,1,80222,10.0,1
62.0,62.0,36,73,22134,1.0,1,24,1,11222,7,24,1,22222,1.0,1
76.0,78.0,44,104,75178,0.0,1,24,1,11222,7,24,1,75222,0.0,1
89.0,76.0,29,199,35165,18.0,1,24,1,11222,7,24,1,35222,18.0,1
81.0,84.0,31,2,55135,16.0,1,24,1,11222,7,24,1,55222,16.0,1
22.0,-1.0,25,125,55123,16.0,1,24,1,11222,7,24,1,55222,16.0,1
0.0,0.0,30,180,70136,4.0,1,24,1,11222,7,24,1,70222,4.0,1
81.0,84.0,1,37,60146,20.0,1,24,1,11222,7,24,1,60222,20.0,1
28.0,28.0,28,119,63178,6.0,1,24,1,11222,7,24,1,63222,6.0,1
57.0,57.0,34,192,65164,11.0,1,24,1,11222,7,24,1,65222,11.0,1
27.0,27.0,22,128,97125,19.0,1,24,1,11222,7,24,1,97222,19.0,1
80.0,82.0,8,117,65157,11.0,1,24,1,11222,7,24,1,65222,11.0,1
77.0,79.0,15,83,72198,12.0,1,24,1,11222,7,24,1,75222,12.0,1
36.0,36.0,35,73,21187,9.0,1,24,1,11222,7,24,1,21222,9.0,1
31.0,31.0,2,107,58157,3.0,1,24,1,11222,7,24,1,58222,3.0,1
-1.0,16.0,28,105,63178,6.0,1,24,1,11222,7,24,1,63222,6.0,1
71.0,70.0,37,177,70165,4.0,1,24,1,11222,7,24,174,70222,4.0,0
93.0,8.0,31,119,60135,20.0,1,24,1,11222,7,16,1,60222,20.0,0
38.0,39.0,5,171,25129,17.0,1,24,1,11222,7,24,1,25222,17.0,1
47.0,83.0,43,197,22146,1.0,1,24,1,11222,7,24,73,22222,1.0,0
62.0,62.0,41,65,60136,20.0,1,24,1,11222,7,24,1,60222,20.0,1
18.0,18.0,25,39,85123,2.0,1,24,1,11222,7,24,1,85222,2.0,1
67.0,66.0,16,25,65114,11.0,1,24,1,11222,7,24,1,65222,11.0,1
40.0,43.0,15,156,65198,11.0,1,24,1,11222,7,24,1,65222,11.0,1
84.0,86.0,8,128,11157,7.0,1,24,1,11222,7,8,191,11157,7.0,0
76.0,78.0,17,79,35175,18.0,1,24,1,11222,7,15,1,35222,18.0,0
22.0,22.0,0,170,72147,12.0,1,24,1,11222,7,24,109,72222,12.0,0
-1.0,82.0,39,20,21125,9.0,1,24,1,11222,7,24,1,21222,9.0,1
85.0,88.0,41,0,63136,6.0,1,24,1,11222,7,24,1,63222,6.0,1
67.0,66.0,3,31,30165,-1.0,1,24,1,11222,7,24,1,30222,-1.0,1
97.0,97.0,18,173,41136,13.0,1,24,1,11222,7,24,1,41222,13.0,1
39.0,-1.0,38,87,65113,11.0,1,24,1,11222,7,24,1,65222,11.0,1
89.0,76.0,16,168,90114,15.0,1,24,1,11222,7,24,1,90222,15.0,1
24.0,24.0,23,76,90174,15.0,1,24,1,11222,7,24,1,90222,15.0,1
46.0,47.0,38,191,72113,12.0,1,24,1,11222,7,24,1,72222,12.0,1
52.0,50.0,29,55,63165,6.0,1,24,1,11222,7,24,1,63222,6.0,1
13.0,-1.0,37,44,85165,2.0,1,24,1,11222,7,24,1,85222,2.0,1
-1.0,67.0,1,73,85146,2.0,1,24,1,11222,7,24,1,85222,2.0,1
22.0,22.0,29,194,50165,14.0,1,24,1,11222,7,24,1,50222,14.0,1
15.0,15.0,0,158,50147,14.0,1,24,1,11222,7,24,1,50222,14.0,1
11.0,12.0,40,102,85137,2.0,1,24,1,11222,7,24,1,85222,2.0,1
13.0,42.0,34,109,21164,9.0,1,24,1,11222,7,24,1,21222,9.0,1
16.0,16.0,8,9,25157,-1.0,1,24,1,11222,7,24,1,25222,-1.0,1
9.0,-1.0,7,109,55168,-1.0,1,24,1,11222,7,24,1,55222,-1.0,1
